Code,Borough,years,Offences,Rate,recordedOffences
E09000016,Havering,2008,Sexual Offences,0.8,178
E09000017,Hillingdon,2008,Sexual Offences,0.9,223
E09000018,Hounslow,2008,Sexual Offences,1.1,256
E09000019,Islington,2008,Sexual Offences,1.4,272
E09000020,Kensington and Chelsea,2008,Sexual Offences,1,170
E09000021,Kingston upon Thames,2008,Sexual Offences,0.7,113
E09000022,Lambeth,2008,Sexual Offences,1.7,491
E09000023,Lewisham,2008,Sexual Offences,1.4,371
E09000024,Merton,2008,Sexual Offences,1.1,215
E09000025,Newham,2008,Sexual Offences,1.2,327
E09000026,Redbridge,2008,Sexual Offences,1,270
E09000027,Richmond upon Thames,2008,Sexual Offences,0.6,118
E09000028,Southwark,2008,Sexual Offences,1.5,415
E09000029,Sutton,2008,Sexual Offences,1,188
E09000030,Tower Hamlets,2008,Sexual Offences,1.3,308
E09000031,Waltham Forest,2008,Sexual Offences,0.9,229
E09000032,Wandsworth,2008,Sexual Offences,1.1,336
E09000033,Westminster,2008,Sexual Offences,2.5,552
E09000002,Barking and Dagenham,2009,Sexual Offences,1.5,267
E09000003,Barnet,2009,Sexual Offences,0.9,318
E09000004,Bexley,2009,Sexual Offences,0.8,177
E09000005,Brent,2009,Sexual Offences,1,313
E09000006,Bromley,2009,Sexual Offences,0.9,280
E09000007,Camden,2009,Sexual Offences,1.4,305
E09000008,Croydon,2009,Sexual Offences,1.3,451
E09000009,Ealing,2009,Sexual Offences,1,338
E09000010,Enfield,2009,Sexual Offences,1.1,343
E09000011,Greenwich,2009,Sexual Offences,1.6,398
E09000012,Hackney,2009,Sexual Offences,1.9,461
E09000013,Hammersmith and Fulham,2009,Sexual Offences,1.2,217
E09000014,Haringey,2009,Sexual Offences,1.4,347
E09000015,Harrow,2009,Sexual Offences,0.9,205
E09000016,Havering,2009,Sexual Offences,0.9,220
E09000017,Hillingdon,2009,Sexual Offences,1.1,298
E09000018,Hounslow,2009,Sexual Offences,1.2,281
E09000019,Islington,2009,Sexual Offences,1.4,267
E09000020,Kensington and Chelsea,2009,Sexual Offences,1,155
E09000021,Kingston upon Thames,2009,Sexual Offences,0.9,149
E09000022,Lambeth,2009,Sexual Offences,1.9,559
E09000023,Lewisham,2009,Sexual Offences,1.4,373
E09000024,Merton,2009,Sexual Offences,0.9,185
E09000025,Newham,2009,Sexual Offences,1.6,461
E09000026,Redbridge,2009,Sexual Offences,0.9,230
E09000027,Richmond upon Thames,2009,Sexual Offences,0.7,136
E09000028,Southwark,2009,Sexual Offences,1.7,470
E09000029,Sutton,2009,Sexual Offences,1,195
E09000030,Tower Hamlets,2009,Sexual Offences,1.4,336
E09000031,Waltham Forest,2009,Sexual Offences,1.2,310
E09000032,Wandsworth,2009,Sexual Offences,1.1,336
E09000033,Westminster,2009,Sexual Offences,2.4,513
E09000002,Barking and Dagenham,2010,Sexual Offences,1.4,262
E09000003,Barnet,2010,Sexual Offences,0.9,303
E09000004,Bexley,2010,Sexual Offences,0.8,175
E09000005,Brent,2010,Sexual Offences,1.1,341
E09000006,Bromley,2010,Sexual Offences,0.8,241
E09000007,Camden,2010,Sexual Offences,1.6,349
E09000008,Croydon,2010,Sexual Offences,1.3,472
E09000009,Ealing,2010,Sexual Offences,1.1,377
E09000010,Enfield,2010,Sexual Offences,1.1,329
E09000011,Greenwich,2010,Sexual Offences,1.7,426
E09000012,Hackney,2010,Sexual Offences,1.7,414
E09000013,Hammersmith and Fulham,2010,Sexual Offences,1.4,251
E09000014,Haringey,2010,Sexual Offences,1.5,382
E09000015,Harrow,2010,Sexual Offences,0.7,172
E09000016,Havering,2010,Sexual Offences,0.9,220
E09000017,Hillingdon,2010,Sexual Offences,1.1,289
E09000018,Hounslow,2010,Sexual Offences,1.2,306
E09000019,Islington,2010,Sexual Offences,1.5,301
E09000020,Kensington and Chelsea,2010,Sexual Offences,1.1,169
E09000021,Kingston upon Thames,2010,Sexual Offences,1.1,178
E09000022,Lambeth,2010,Sexual Offences,1.8,542
E09000023,Lewisham,2010,Sexual Offences,1.4,372
E09000024,Merton,2010,Sexual Offences,1.1,212
E09000025,Newham,2010,Sexual Offences,1.6,469
E09000026,Redbridge,2010,Sexual Offences,0.8,228
E09000027,Richmond upon Thames,2010,Sexual Offences,0.7,138
E09000028,Southwark,2010,Sexual Offences,1.8,502
E09000029,Sutton,2010,Sexual Offences,0.9,177
E09000030,Tower Hamlets,2010,Sexual Offences,1.5,380
E09000031,Waltham Forest,2010,Sexual Offences,1.1,290
E09000032,Wandsworth,2010,Sexual Offences,1.2,358
E09000033,Westminster,2010,Sexual Offences,2.5,540
E09000002,Barking and Dagenham,2011,Sexual Offences,1.5,275
E09000003,Barnet,2011,Sexual Offences,0.8,297
E09000004,Bexley,2011,Sexual Offences,0.7,169
E09000005,Brent,2011,Sexual Offences,1.1,341
E09000006,Bromley,2011,Sexual Offences,0.8,256
E09000007,Camden,2011,Sexual Offences,1.7,377
E09000008,Croydon,2011,Sexual Offences,1.3,484
E09000009,Ealing,2011,Sexual Offences,1.2,406
E09000010,Enfield,2011,Sexual Offences,0.9,272
E09000011,Greenwich,2011,Sexual Offences,1.4,363
E09000012,Hackney,2011,Sexual Offences,1.5,371
E09000013,Hammersmith and Fulham,2011,Sexual Offences,1.1,203
E09000014,Haringey,2011,Sexual Offences,1.3,332
E09000015,Harrow,2011,Sexual Offences,0.7,170
E09000016,Havering,2011,Sexual Offences,0.8,193
E09000017,Hillingdon,2011,Sexual Offences,0.9,260
E09000018,Hounslow,2011,Sexual Offences,1.1,279
E09000019,Islington,2011,Sexual Offences,1.4,284
E09000020,Kensington and Chelsea,2011,Sexual Offences,1.1,179
E09000021,Kingston upon Thames,2011,Sexual Offences,1,166
E09000022,Lambeth,2011,Sexual Offences,1.7,509
E09000023,Lewisham,2011,Sexual Offences,1.6,435
E09000024,Merton,2011,Sexual Offences,0.9,183
E09000025,Newham,2011,Sexual Offences,1.4,432
E09000026,Redbridge,2011,Sexual Offences,1,288
E09000027,Richmond upon Thames,2011,Sexual Offences,0.9,168
E09000028,Southwark,2011,Sexual Offences,1.7,504
E09000029,Sutton,2011,Sexual Offences,1.1,205
E09000030,Tower Hamlets,2011,Sexual Offences,1.7,430
E09000031,Waltham Forest,2011,Sexual Offences,1.2,318
E09000032,Wandsworth,2011,Sexual Offences,1.1,334
E09000033,Westminster,2011,Sexual Offences,2.8,607
E09000002,Barking and Dagenham,2012,Sexual Offences,1.4,258
E09000003,Barnet,2012,Sexual Offences,0.8,300
E09000004,Bexley,2012,Sexual Offences,0.8,178
E09000005,Brent,2012,Sexual Offences,1.2,379
E09000006,Bromley,2012,Sexual Offences,0.8,239
E09000007,Camden,2012,Sexual Offences,1.5,331
E09000008,Croydon,2012,Sexual Offences,1.3,474
E09000009,Ealing,2012,Sexual Offences,1.1,375
E09000010,Enfield,2012,Sexual Offences,1,306
E09000011,Greenwich,2012,Sexual Offences,1.3,331
E09000012,Hackney,2012,Sexual Offences,1.5,377
E09000013,Hammersmith and Fulham,2012,Sexual Offences,1.5,262
E09000014,Haringey,2012,Sexual Offences,1.4,360
E09000015,Harrow,2012,Sexual Offences,0.8,202
E09000016,Havering,2012,Sexual Offences,0.8,183
E09000017,Hillingdon,2012,Sexual Offences,1,276
E09000018,Hounslow,2012,Sexual Offences,1.3,326
E09000019,Islington,2012,Sexual Offences,1.4,293
E09000020,Kensington and Chelsea,2012,Sexual Offences,1.3,205
E09000021,Kingston upon Thames,2012,Sexual Offences,1,163
E09000022,Lambeth,2012,Sexual Offences,1.6,490
E09000023,Lewisham,2012,Sexual Offences,1.5,418
E09000024,Merton,2012,Sexual Offences,0.9,180
E09000025,Newham,2012,Sexual Offences,1.2,390
E09000026,Redbridge,2012,Sexual Offences,0.9,254
E09000027,Richmond upon Thames,2012,Sexual Offences,0.8,154
E09000028,Southwark,2012,Sexual Offences,1.4,425
E09000029,Sutton,2012,Sexual Offences,1.1,209
E09000030,Tower Hamlets,2012,Sexual Offences,1.5,386
E09000031,Waltham Forest,2012,Sexual Offences,1,271
E09000032,Wandsworth,2012,Sexual Offences,1.1,331
E09000033,Westminster,2012,Sexual Offences,2.2,486
E09000002,Barking and Dagenham,2013,Sexual Offences,1.5,300
E09000003,Barnet,2013,Sexual Offences,1,356
E09000004,Bexley,2013,Sexual Offences,1,247
E09000005,Brent,2013,Sexual Offences,1.2,366
E09000006,Bromley,2013,Sexual Offences,1,310
E09000007,Camden,2013,Sexual Offences,1.5,350
E09000008,Croydon,2013,Sexual Offences,1.5,555
E09000009,Ealing,2013,Sexual Offences,1.4,481
E09000010,Enfield,2013,Sexual Offences,1.1,356
E09000011,Greenwich,2013,Sexual Offences,1.3,350
E09000012,Hackney,2013,Sexual Offences,1.7,436
E09000013,Hammersmith and Fulham,2013,Sexual Offences,1.6,285
E09000014,Haringey,2013,Sexual Offences,1.4,364
E09000015,Harrow,2013,Sexual Offences,0.9,219
E09000016,Havering,2013,Sexual Offences,0.9,215
E09000017,Hillingdon,2013,Sexual Offences,1.1,315
E09000018,Hounslow,2013,Sexual Offences,1.3,339
E09000019,Islington,2013,Sexual Offences,1.5,332
E09000020,Kensington and Chelsea,2013,Sexual Offences,1.4,221
E09000021,Kingston upon Thames,2013,Sexual Offences,0.9,150
E09000022,Lambeth,2013,Sexual Offences,1.8,557
E09000023,Lewisham,2013,Sexual Offences,1.7,474
E09000024,Merton,2013,Sexual Offences,1.1,231
E09000025,Newham,2013,Sexual Offences,1.7,538
E09000026,Redbridge,2013,Sexual Offences,1.2,340
E09000027,Richmond upon Thames,2013,Sexual Offences,0.7,139
E09000028,Southwark,2013,Sexual Offences,1.7,494
E09000029,Sutton,2013,Sexual Offences,1.1,220
E09000030,Tower Hamlets,2013,Sexual Offences,1.6,430
E09000031,Waltham Forest,2013,Sexual Offences,1.5,401
E09000032,Wandsworth,2013,Sexual Offences,1.2,377
E09000033,Westminster,2013,Sexual Offences,2.6,595
E09000002,Barking and Dagenham,2014,Sexual Offences,2,403
E09000003,Barnet,2014,Sexual Offences,1.1,429
E09000004,Bexley,2014,Sexual Offences,1.2,278
E09000005,Brent,2014,Sexual Offences,1.5,489
E09000006,Bromley,2014,Sexual Offences,1.2,394
E09000007,Camden,2014,Sexual Offences,2,478
E09000008,Croydon,2014,Sexual Offences,1.8,691
E09000009,Ealing,2014,Sexual Offences,1.5,518
E09000010,Enfield,2014,Sexual Offences,1.5,475
E09000011,Greenwich,2014,Sexual Offences,1.8,484
E09000012,Hackney,2014,Sexual Offences,2.1,555
E09000013,Hammersmith and Fulham,2014,Sexual Offences,2,348
E09000014,Haringey,2014,Sexual Offences,1.9,504
E09000015,Harrow,2014,Sexual Offences,1.1,275
E09000016,Havering,2014,Sexual Offences,1.8,440
E09000017,Hillingdon,2014,Sexual Offences,1.4,404
E09000018,Hounslow,2014,Sexual Offences,1.9,506
E09000019,Islington,2014,Sexual Offences,2,447
E09000020,Kensington and Chelsea,2014,Sexual Offences,2.2,339
E09000021,Kingston upon Thames,2014,Sexual Offences,1.3,227
E09000022,Lambeth,2014,Sexual Offences,2.4,758
E09000023,Lewisham,2014,Sexual Offences,2,597
E09000024,Merton,2014,Sexual Offences,1,206
E09000025,Newham,2014,Sexual Offences,2,640
E09000026,Redbridge,2014,Sexual Offences,1.7,485
E09000027,Richmond upon Thames,2014,Sexual Offences,1.1,211
E09000028,Southwark,2014,Sexual Offences,2.1,645
E09000029,Sutton,2014,Sexual Offences,1.5,288
E09000030,Tower Hamlets,2014,Sexual Offences,2,564
E09000031,Waltham Forest,2014,Sexual Offences,1.6,437
E09000032,Wandsworth,2014,Sexual Offences,1.5,460
E09000033,Westminster,2014,Sexual Offences,3.6,844
E09000002,Barking and Dagenham,2015,Sexual Offences,2,413
E09000003,Barnet,2015,Sexual Offences,1.3,482
E09000004,Bexley,2015,Sexual Offences,1.2,298
E09000005,Brent,2015,Sexual Offences,1.6,527
E09000006,Bromley,2015,Sexual Offences,1.3,413
E09000007,Camden,2015,Sexual Offences,2.6,619
E09000008,Croydon,2015,Sexual Offences,2,743
E09000009,Ealing,2015,Sexual Offences,1.6,560
E09000010,Enfield,2015,Sexual Offences,1.6,515
E09000011,Greenwich,2015,Sexual Offences,1.9,534
E09000012,Hackney,2015,Sexual Offences,2.4,648
E09000013,Hammersmith and Fulham,2015,Sexual Offences,2.2,402
E09000014,Haringey,2015,Sexual Offences,2.1,580
E09000015,Harrow,2015,Sexual Offences,1.1,276
E09000016,Havering,2015,Sexual Offences,1.5,370
E09000017,Hillingdon,2015,Sexual Offences,1.5,432
E09000018,Hounslow,2015,Sexual Offences,2,525
E09000019,Islington,2015,Sexual Offences,2.1,481
E09000020,Kensington and Chelsea,2015,Sexual Offences,1.9,301
E09000021,Kingston upon Thames,2015,Sexual Offences,1.4,238
E09000022,Lambeth,2015,Sexual Offences,2.7,873
E09000023,Lewisham,2015,Sexual Offences,2.1,630
E09000024,Merton,2015,Sexual Offences,1.5,309
E09000025,Newham,2015,Sexual Offences,2.5,826
E09000026,Redbridge,2015,Sexual Offences,1.8,526
E09000027,Richmond upon Thames,2015,Sexual Offences,1.3,248
E09000028,Southwark,2015,Sexual Offences,2.2,673
E09000029,Sutton,2015,Sexual Offences,1.4,275
E09000030,Tower Hamlets,2015,Sexual Offences,2,594
E09000031,Waltham Forest,2015,Sexual Offences,1.8,481
E09000032,Wandsworth,2015,Sexual Offences,1.9,600
E09000033,Westminster,2015,Sexual Offences,3.4,819
E09000002,Barking and Dagenham,2016,Sexual Offences,1.9,396
E09000003,Barnet,2016,Sexual Offences,1.2,464
E09000004,Bexley,2016,Sexual Offences,1.3,318
E09000005,Brent,2016,Sexual Offences,1.5,500
E09000006,Bromley,2016,Sexual Offences,1.2,381
E09000007,Camden,2016,Sexual Offences,2,494
E09000008,Croydon,2016,Sexual Offences,1.8,683
E09000009,Ealing,2016,Sexual Offences,1.4,475
E09000010,Enfield,2016,Sexual Offences,1.4,448
E09000011,Greenwich,2016,Sexual Offences,1.7,473
E09000012,Hackney,2016,Sexual Offences,2.2,604
E09000013,Hammersmith and Fulham,2016,Sexual Offences,2,365
E09000014,Haringey,2016,Sexual Offences,1.9,535
E09000015,Harrow,2016,Sexual Offences,1,243
E09000016,Havering,2016,Sexual Offences,1.3,316
E09000017,Hillingdon,2016,Sexual Offences,0.1,23
E09000018,Hounslow,2016,Sexual Offences,1.5,403
E09000019,Islington,2016,Sexual Offences,2,461
E09000020,Kensington and Chelsea,2016,Sexual Offences,2.9,449
E09000021,Kingston upon Thames,2016,Sexual Offences,1.7,292
E09000022,Lambeth,2016,Sexual Offences,0.7,220
E09000023,Lewisham,2016,Sexual Offences,2.4,733
E09000024,Merton,2016,Sexual Offences,2.8,580
E09000025,Newham,2016,Sexual Offences,0.7,240
E09000026,Redbridge,2016,Sexual Offences,2,609
E09000027,Richmond upon Thames,2016,Sexual Offences,2.2,424
E09000028,Southwark,2016,Sexual Offences,0.8,252
E09000029,Sutton,2016,Sexual Offences,3.2,646
E09000030,Tower Hamlets,2016,Sexual Offences,0.8,246
E09000031,Waltham Forest,2016,Sexual Offences,2.2,600
E09000032,Wandsworth,2016,Sexual Offences,1.3,424
E09000033,Westminster,2016,Sexual Offences,2.3,558
E09000002,Barking and Dagenham,1999,Robbery,3.2,514
E09000003,Barnet,1999,Robbery,2.8,876
E09000004,Bexley,1999,Robbery,1.3,289
E09000005,Brent,1999,Robbery,7.7,2014
E09000006,Bromley,1999,Robbery,1.8,518
E09000007,Camden,1999,Robbery,8.7,1645
E09000008,Croydon,1999,Robbery,3.3,1094
E09000009,Ealing,1999,Robbery,5.6,1702
E09000010,Enfield,1999,Robbery,3.7,1013
E09000011,Greenwich,1999,Robbery,2.2,471
E09000012,Hackney,1999,Robbery,12.2,2437
E09000013,Hammersmith and Fulham,1999,Robbery,5.3,853
E09000014,Haringey,1999,Robbery,9.2,2008
E09000015,Harrow,1999,Robbery,2.9,607
E09000016,Havering,1999,Robbery,1.1,240
E09000017,Hillingdon,1999,Robbery,1.6,401
E09000018,Hounslow,1999,Robbery,2.7,574
E09000019,Islington,1999,Robbery,10,1761
E09000020,Kensington and Chelsea,1999,Robbery,5.6,828
E09000021,Kingston upon Thames,1999,Robbery,1.2,175
E09000022,Lambeth,1999,Robbery,12.7,3390
E09000023,Lewisham,1999,Robbery,5.1,1277
E09000024,Merton,1999,Robbery,1.7,321
E09000025,Newham,1999,Robbery,7.2,1736
E09000026,Redbridge,1999,Robbery,2.7,652
E09000027,Richmond upon Thames,1999,Robbery,0.9,160
E09000028,Southwark,1999,Robbery,8.1,2008
E09000029,Sutton,1999,Robbery,1.3,228
E09000030,Tower Hamlets,1999,Robbery,8.2,1589
E09000031,Waltham Forest,1999,Robbery,4.3,943
E09000032,Wandsworth,1999,Robbery,4.6,1217
E09000033,Westminster,1999,Robbery,13,2468
E09000002,Barking and Dagenham,2000,Robbery,4.5,731
E09000003,Barnet,2000,Robbery,3.3,1041
E09000004,Bexley,2000,Robbery,1.9,417
E09000005,Brent,2000,Robbery,7.3,1941
E09000006,Bromley,2000,Robbery,2.3,685
E09000007,Camden,2000,Robbery,9.7,1906
E09000008,Croydon,2000,Robbery,4.7,1568
E09000009,Ealing,2000,Robbery,5,1510
E09000010,Enfield,2000,Robbery,4.2,1163
E09000011,Greenwich,2000,Robbery,2.2,469
E09000012,Hackney,2000,Robbery,11.2,2275
E09000013,Hammersmith and Fulham,2000,Robbery,5.5,911
E09000014,Haringey,2000,Robbery,10.6,2340
E09000015,Harrow,2000,Robbery,2.7,559
E09000016,Havering,2000,Robbery,1.7,392
E09000017,Hillingdon,2000,Robbery,1.9,472
E09000018,Hounslow,2000,Robbery,3.3,717
E09000019,Islington,2000,Robbery,8.5,1511
E09000020,Kensington and Chelsea,2000,Robbery,6.4,991
E09000021,Kingston upon Thames,2000,Robbery,1.7,245
E09000022,Lambeth,2000,Robbery,17.4,4691
E09000023,Lewisham,2000,Robbery,6.1,1547
E09000024,Merton,2000,Robbery,2.1,397
E09000025,Newham,2000,Robbery,8.6,2106
E09000026,Redbridge,2000,Robbery,3.8,900
E09000027,Richmond upon Thames,2000,Robbery,1.4,236
E09000028,Southwark,2000,Robbery,8.6,2162
E09000029,Sutton,2000,Robbery,1.3,240
E09000030,Tower Hamlets,2000,Robbery,8.9,1757
E09000031,Waltham Forest,2000,Robbery,5.8,1281
E09000032,Wandsworth,2000,Robbery,5.3,1427
E09000033,Westminster,2000,Robbery,12.2,2397
E09000002,Barking and Dagenham,2001,Robbery,5.2,861
E09000003,Barnet,2001,Robbery,4.2,1335
E09000004,Bexley,2001,Robbery,2.3,501
E09000005,Brent,2001,Robbery,8.7,2359
E09000006,Bromley,2001,Robbery,3.1,917
E09000007,Camden,2001,Robbery,12,2439
E09000008,Croydon,2001,Robbery,6.3,2095
E09000009,Ealing,2001,Robbery,7.4,2264
E09000010,Enfield,2001,Robbery,4.7,1292
E09000011,Greenwich,2001,Robbery,3.4,750
E09000012,Hackney,2001,Robbery,14.5,3009
E09000013,Hammersmith and Fulham,2001,Robbery,7.9,1343
E09000014,Haringey,2001,Robbery,11.9,2626
E09000015,Harrow,2001,Robbery,4.2,892
E09000016,Havering,2001,Robbery,2.4,549
E09000017,Hillingdon,2001,Robbery,2.6,645
E09000018,Hounslow,2001,Robbery,4.8,1042
E09000019,Islington,2001,Robbery,9.2,1659
E09000020,Kensington and Chelsea,2001,Robbery,7.3,1189
E09000021,Kingston upon Thames,2001,Robbery,2.1,318
E09000022,Lambeth,2001,Robbery,23.6,6465
E09000023,Lewisham,2001,Robbery,7.7,1966
E09000024,Merton,2001,Robbery,3.3,634
E09000025,Newham,2001,Robbery,9.6,2400
E09000026,Redbridge,2001,Robbery,5,1221
E09000027,Richmond upon Thames,2001,Robbery,2,353
